trade_date,ticker,open,high,low,close,volume,turnover,ret_1,ret_5,ret_20,vol_10,vol_20,sma_5,sma_10,sma_20,ema_12,ema_26,ma_gap_5_20,ema_gap_12_26,macd,macd_signal,macd_hist,rsi,kdj_k,kdj_d,atr,pdi,mdi,adx,bb_mid,bb_up,bb_dn,bb_bw,bb_pb,obv,vpt,mfi,cci,vwap_win,z_close_20,z_turnover_20,stock_name,currency_code,currency_name,anon_id,alpha_signal,risk_score
2024-01-04,920023.SH,4.04,4.1,3.91,4.03,201544.0,81000251.7,-0.0122549019607842,0.1132596685082873,0.141643059490085,0.0478577734574081,0.0403082705465655,3.988,3.764,3.7185,3.828040580552792,3.620363510405895,0.072475460535162,0.0573635961002196,0.207677070146897,0.1936073581282454,0.0140697120186516,63.5043336683321,76.13003415929808,68.76506441305384,0.2679123464763923,33.24894730794412,12.400993825235783,35.83230765666021,3.7185,4.159469028629605,3.2775309713703944,0.2371757583055561,0.853199408321312,2654945.0,192443.32530581867,63.66012682628748,76.5471643874994,395.0614317719862,1.412797633285248,0.1329821301362609,田野股份,CNY,人民币,A0001,,
2024-01-05,920023.SH,4.0,4.04,3.66,3.75,248779.0,95437324.43,-0.0694789081885857,-0.0284974093264248,0.0330578512396695,0.0361608455890576,0.0434516184016149,3.966,3.797,3.7245,3.816034337390824,3.629966213338792,0.0648409182440594,0.0512589134764673,0.1860681240520327,0.1920995113130029,-0.0060313872609701,53.88004374550389,65.15664828726868,67.56225903779212,0.2759186074423643,29.9781587399117,17.652962495703793,35.121167914672,3.7245,4.1636606827383,3.2853393172617005,0.2358226246413208,0.5290326536530998,2406166.0,175158.4320055705,55.85396698377825,27.125855993617535,395.53351203462745,0.1161306146124005,0.5400741658788266,田野股份,CNY,人民币,A0001,,
2024-01-08,920023.SH,3.72,3.84,3.64,3.69,162825.0,60946248.73,-0.016,-0.0562659846547315,0.0249999999999999,0.0370795430512515,0.0435871886343286,3.922,3.821,3.729,3.796644439330697,3.634413160498881,0.0517565030839366,0.04463754440333,0.1622312788318161,0.1861258648167655,-0.0238945859849494,52.05932943399921,53.34767543475569,62.82406450344664,0.2704958497679097,28.394920361438896,17.24878610724269,34.35678956595972,3.729,4.164619341313408,3.2933806586865924,0.2336386920425892,0.455236147363873,2243341.0,172553.2320055705,49.48558168425396,1.0303208713569012,394.4238031771932,-0.1790554105445077,-0.5569628825802597,田野股份,CNY,人民币,A0001,,
2024-01-09,920023.SH,3.68,3.73,3.46,3.57,128598.0,46478890.76,-0.0325203252032521,-0.1206896551724137,0.05,0.0376547077424203,0.0422659869355766,3.824,3.821,3.7375,3.761776064049052,3.629641815276742,0.0231438127090302,0.0364042116266603,0.1321342487723096,0.1753275416078744,-0.0431932928355647,48.52737308336355,40.454005845392686,55.36737828409533,0.2704604319273447,26.370164587169363,20.77262550320517,32.7508463571029,3.7375,4.152222481717734,3.322777518282265,0.2219250738288881,0.2980577285004742,2114743.0,168371.18322508267,50.46542563096235,-42.46670453828188,389.6579648583258,-0.8077690859981038,-1.0374556615127657,田野股份,CNY,人民币,A0001,,
2024-01-10,920023.SH,3.57,3.85,3.5,3.75,167085.0,61564752.56,0.0504201680672269,-0.0808823529411765,0.0869565217391303,0.0405301507431741,0.0435086481731157,3.758,3.832,3.7525,3.759964361887659,3.6385572363673537,0.0014656895403064,0.03336683131073,0.1214071255203053,0.1645434583903605,-0.0431363328700552,53.61135911850124,39.85822611915068,50.19766089578045,0.2761418296468201,27.086784531046465,18.89201350666584,31.68456693349249,3.7525,4.144519065057343,3.360480934942657,0.2089375430019147,0.4968113795694678,2281828.0,176795.6370065953,49.593388503672,-12.743362831858478,380.07887954966327,-0.0127544817221288,-0.6433189528580201,田野股份,CNY,人民币,A0001,,
2024-01-11,920023.SH,3.72,3.76,3.61,3.68,112749.0,41690113.41,-0.0186666666666666,-0.086848635235732,0.0454545454545454,0.0410733438828595,0.0436647171139288,3.688,3.838,3.7605,3.74766215236648,3.6416270707105127,-0.0192793511501129,0.0291175014895963,0.1060350816559676,0.152841783043482,-0.0468067013875143,51.481789376155945,36.75733593128565,45.71755257428218,0.2671316989577616,26.000370789512868,18.134280780754608,30.694450325854252,3.7605,4.13883290826162,3.3821670917383786,0.2012141514488078,0.3936122152710903,2169079.0,174690.9890065953,52.17531635794182,-21.70948562701164,373.2974282714417,-0.4255511389156389,-1.3051483159871662,田野股份,CNY,人民币,A0001,,
2024-01-12,920023.SH,3.65,3.71,3.4,3.4,141820.0,50487152.89,-0.0760869565217392,-0.0933333333333333,-0.0835579514824798,0.0411422630107674,0.0453502186308574,3.618,3.792,3.745,3.6941756673870216,3.6237287691764006,-0.0339118825100134,0.0194404445525409,0.070446898210621,0.1363628060769098,-0.0659159078662888,43.959759814882624,24.504890620857104,38.646665256473824,0.2701937204607786,23.869594045065654,22.199716533332516,28.76089722903341,3.745,4.156032077119371,3.333967922880629,0.2195097875136827,0.080324724997307,2027259.0,163900.33683268225,52.014118184158285,-79.92627345844512,366.2537963642075,-1.6787011000107728,-0.9105672920995044,田野股份,CNY,人民币,A0001,,
2024-01-15,920023.SH,3.37,3.49,3.3,3.31,73111.0,24749413.95,-0.026470588235294,-0.1029810298102981,-0.1289473684210526,0.040384986972283,0.0451430907197245,3.5420000000000003,3.732,3.7205,3.635071718558249,3.60048960108926,-0.0479774223894636,0.0096048374805823,0.0345821174689895,0.1160066683553257,-0.0814245508863362,41.843455553269685,16.71538162602596,31.33623737965787,0.2644655975707231,22.644691851407067,23.76137086887301,26.878427526856537,3.7205,4.17395341546846,3.26704658453154,0.2437593954944011,0.0473625448648181,1954148.0,161965.04565621167,48.37677188088592,-119.4689028651292,360.8977811804679,-1.810549820540728,-1.4908850267323457,田野股份,CNY,人民币,A0001,,
2024-01-16,920023.SH,3.32,3.52,3.21,3.51,122575.0,41721093.07,0.0604229607250754,-0.0168067226890756,-0.1113924050632911,0.0441023205820575,0.0464743474381732,3.53,3.677,3.6985,3.615829915703134,3.59378666767524,-0.0455590104096256,0.0061337107809331,0.0220432480278938,0.0972139842898393,-0.0751707362619455,47.85154526830704,22.379542806863743,28.35067252205983,0.2677180548871,20.77175811549904,24.19732391745787,25.502654292352503,3.6985,4.147746152196286,3.2492538478037134,0.2429342447999386,0.2902041018287454,2076723.0,169371.3900670878,47.66978635545821,-99.61518913816889,356.7119024848544,-0.839183592685019,-0.9322731043807668,田野股份,CNY,人民币,A0001,,
2024-01-17,920023.SH,3.46,3.55,3.37,3.37,86282.0,30022610.17,-0.0398860398860397,-0.1013333333333332,-0.1154855643044618,0.0442902868074591,0.0466386754880929,3.454,3.606,3.6765,3.5780099286718823,3.577209877477074,-0.0605195158438732,0.0002236522938856,0.0008000511948083,0.0779311976708331,-0.0771311464760248,44.394170306013685,21.345398015820816,26.01558101998016,0.2614524795380215,20.569886833602855,23.007400414276585,24.08057479634812,3.6765,4.145419250146446,3.207580749853553,0.255090031359416,0.1731846688909896,1990441.0,165929.94277364053,51.26550008822225,-88.74187973061584,351.6446833862343,-1.3072613244360425,-1.1873573967139144,田野股份,CNY,人民币,A0001,,
2024-01-18,920023.SH,3.35,3.47,3.26,3.45,83434.0,28209521.72,0.0237388724035607,-0.0625,-0.1062176165803108,0.046233693937258,0.0469160719635079,3.408,3.548,3.656,3.5583160934915927,3.567786923589883,-0.0678336980306346,-0.0026545391586224,-0.0094708300982904,0.0604507921170084,-0.0699216222152988,46.76131325019907,26.730265343880557,26.25380912794696,0.2577773024281628,19.37293000459721,24.71664042629404,23.22625685225548,3.656,4.126985528887103,3.185014471112898,0.2576507269623098,0.2813096291018113,2073875.0,167910.57185375923,41.595928955426125,-94.78529922270025,345.39075947021223,-0.8747614835927551,-1.12414247620049,田野股份,CNY,人民币,A0001,,
2024-01-19,920023.SH,3.48,3.58,3.43,3.54,98225.0,34651507.31,0.0260869565217389,0.0411764705882353,0.0350877192982457,0.0433849641780658,0.039600395725118,3.436,3.527,3.662,3.5554982329544247,3.565728632953596,-0.0617149098853085,-0.0028690910196093,-0.010230399999171,0.0463145536937725,-0.0565449536929436,49.3724423329896,35.00767689592037,29.17176505060476,0.250078923683294,21.68478887701603,23.657690141623288,21.878032096908555,3.662,4.123284248478904,3.2007157515210958,0.251930228552105,0.3677604964809686,2172100.0,170472.96315810704,48.7212665569337,-48.24503553894623,343.7119628925839,-0.5289580140761264,-0.8475058460337085,田野股份,CNY,人民币,A0001,,
2024-01-22,920023.SH,3.54,3.54,3.29,3.35,81373.0,27901046.07,-0.0536723163841807,0.0120845921450152,-0.0289855072463768,0.0460123096279304,0.0414942133038786,3.444,3.493,3.657,3.5238831201922056,3.5497487342162923,-0.0582444626743232,-0.0072866041967326,-0.0258656140240867,0.0318785201502006,-0.0577441341742874,44.41942636090326,30.630117930613583,29.65788267727437,0.2500732862773445,20.136329309149986,25.96717811640237,21.21869407644873,3.657,4.129979358623842,3.184020641376158,0.2586706910712837,0.1754615244804422,2090727.0,166105.4857569771,38.586861149088094,-88.89650641300308,344.3728892599743,-1.298153902078231,-0.9968657623161082,田野股份,CNY,人民币,A0001,,
2024-01-23,920023.SH,3.33,3.4,3.29,3.39,50579.0,17016432.15,0.0119402985074625,-0.034188034188034,-0.0504201680672268,0.0455971221865247,0.0407758573860773,3.4200000000000004,3.475,3.648000000000001,3.503285717085713,3.5379154946447158,-0.0625,-0.0097881867476544,-0.0346297775590027,0.01857686060836,-0.0532066381673627,45.655465057999166,31.329169529499985,30.214978294682908,0.2400680515432484,19.47729111150809,25.117303146593272,20.6064516288789,3.648000000000001,4.134603696959598,3.1613963030404038,0.2667783426313581,0.234897205249324,2141306.0,166709.41411518605,26.25405440396659,-91.9725695845101,344.5949727051987,-1.0604111790027042,-1.2093154688182288,田野股份,CNY,人民币,A0001,,
2024-01-24,920023.SH,3.4,3.4,3.29,3.38,58104.0,19491652.44,-0.0029498525073746,0.002967359050445,-0.0714285714285715,0.0414238152614758,0.0404636523629002,3.422,3.438,3.635,3.4843186836879108,3.5262180505969587,-0.0585969738651995,-0.0118822393589513,-0.0418993669090479,0.0064816151048784,-0.0483809820139263,45.38373730866264,32.21944635299998,30.88313431412193,0.2307774764330164,18.81415941816151,24.262149333234767,20.03794078470691,3.635,4.136177560719184,3.133822439280816,0.275751065044943,0.2455991449077667,2083202.0,166538.01588509756,29.04341553459112,-84.66257668711651,342.38639734743015,-1.0176034203689337,-1.0569738996815496,田野股份,CNY,人民币,A0001,,
2024-01-25,920023.SH,3.36,3.42,3.28,3.37,71674.0,24132058.99,-0.0029585798816567,-0.0231884057971014,-0.0690607734806629,0.0413376169542042,0.0404591219350919,3.406,3.407,3.6225,3.4667311938897702,3.514646343145332,-0.0597653554175292,-0.0136329930745412,-0.0479151492555618,-0.0043977377672096,-0.0435174114883522,45.0947016523114,35.894045316414406,32.553437981552754,0.2242933709735152,18.61226111359762,23.18043437982673,19.38741317726976,3.6225,4.137531935647541,3.10746806435246,0.2843516552919478,0.2548695697068412,2011528.0,166325.9626306597,34.75532524977419,-77.17732001512297,342.2447165895737,-0.9805217211726344,-0.8912049990758432,田野股份,CNY,人民币,A0001,,
2024-01-26,920023.SH,3.34,3.42,3.32,3.33,40604.0,13694604.04,-0.0118694362017803,-0.059322033898305,-0.1373056994818652,0.0339015257726156,0.0370672485337592,3.364,3.4,3.596,3.4456956255990363,3.500968836245678,-0.0645161290322581,-0.0157879756238888,-0.0552732106466415,-0.014572832343096,-0.0407003783035455,43.89058865154354,34.74017435508709,33.2823501060642,0.2154152730468356,17.995105605728508,22.41180489064247,18.78335182750669,3.596,4.114109925340996,3.0778900746590048,0.2881590241051143,0.2432977183124492,1970924.0,165844.0160431226,39.74630045563186,-70.52398779297475,338.15513203940014,-1.0268091267502024,-1.1381451681290669,田野股份,CNY,人民币,A0001,,
2024-01-29,920023.SH,3.34,3.36,3.01,3.03,81146.0,25742952.19,-0.0900900900900901,-0.0955223880597015,-0.2250639386189259,0.0436601660053804,0.0411305857458486,3.3,3.372,3.5520000000000005,3.381742452429954,3.4660822557830357,-0.0709459459459461,-0.0243328914691401,-0.0843398033530813,-0.028526226545093,-0.0558135768079882,36.10406249914494,24.329706879999584,30.298135697375997,0.2250284678292045,15.995902373874896,29.76194422179156,19.59058020750711,3.5520000000000005,4.10605110917582,2.9979488908241803,0.3119657146260247,0.0289243254322667,1889778.0,158533.56559267215,41.79543134010207,-121.48975258273116,331.2657429652408,-1.8843026982709332,-0.6961540258394815,田野股份,CNY,人民币,A0001,,
2024-01-30,920023.SH,3.04,3.08,2.9,2.99,56208.0,16851138.38,-0.013201320132013,-0.1179941002949852,-0.2635467980295565,0.0364698068268271,0.0393969432786388,3.22,3.3200000000000003,3.4985,3.321474382825345,3.4308169035028104,-0.0796055452336714,-0.0318706954503541,-0.1093425206774649,-0.0446894853715674,-0.0646530353058975,35.207197214300066,20.63156929254876,27.07594689576692,0.221812148698547,15.068714196146525,31.579070648424626,20.719371328310377,3.4985,4.05265274352646,2.94434725647354,0.3167944796492556,0.0411914802008744,1833570.0,157791.54579069198,29.730306300608603,-142.90482603040857,324.6692166012426,-1.8352340791965027,-0.9294828608752288,田野股份,CNY,人民币,A0001,,
2024-01-31,920023.SH,2.97,3.07,2.96,2.99,46498.0,14071727.11,0.0,-0.1153846153846153,-0.267156862745098,0.0356524014035233,0.0392848107582875,3.1420000000000003,3.282,3.4440000000000004,3.2704783239291384,3.39816379953964,-0.0876887340301975,-0.0375748442814319,-0.1276854756105012,-0.0612886834193542,-0.066396792191147,35.207197214300066,18.166144234248208,24.106012675260683,0.2138255666486508,14.515005666487276,30.418679619094718,21.76753451191341,3.4440000000000004,3.97109332041021,2.9169066795897907,0.3060936820036061,0.0693362233781721,1833570.0,157791.54579069198,36.47099129522075,-121.93325400872594,319.0912123391754,-1.7226551064873112,-1.0515581065172936,田野股份,CNY,人民币,A0001,,
2024-02-01,920023.SH,2.96,2.99,2.82,2.82,46760.0,13619650.67,-0.0568561872909699,-0.1632047477744808,-0.3002481389578164,0.0359603581498688,0.0403905781927625,3.032,3.219,3.3835,3.2011739664015786,3.355336851425592,-0.1038865080537905,-0.0459455762119722,-0.1541628850240135,-0.0798635237402861,-0.0742993612837274,31.366614799367184,12.11076282283214,20.107596057784505,0.21069516903089,13.678471819761649,33.411773014693814,23.2059452443553,3.3835,3.905128018298184,2.861871981701816,0.3083363489275508,-0.0401358633288372,1786810.0,155132.9504729662,40.98605515576445,-135.98435462842244,309.6427658766444,-2.160543453315349,-1.0039452336721797,田野股份,CNY,人民币,A0001,,
2024-02-02,920023.SH,2.84,2.98,2.62,2.7,77603.0,21730704.66,-0.0425531914893615,-0.1891891891891891,-0.2799999999999999,0.032727973265819,0.0389697157492786,2.906,3.135,3.3310000000000004,3.124070279262874,3.3067933809496224,-0.1275893125187633,-0.0552568850353375,-0.1827231016867485,-0.1004354393295786,-0.0822876623571699,28.96473023018011,11.407175215221432,17.207455776930146,0.2213597998143979,12.089510622637912,35.984107971303644,25.09867621367101,3.3310000000000004,3.9059471371581234,2.756052862841877,0.3452099292453455,-0.0487461013537158,1709207.0,153345.49869514717,41.43110000528081,-138.09552203207923,298.54540827020094,-2.194984405414864,-0.5969838286780127,田野股份,CNY,人民币,A0001,,
2024-02-05,920023.SH,2.65,2.76,2.42,2.56,67431.0,17351478.7,-0.0518518518518519,-0.155115511551155,-0.3062330623306233,0.0325629590844894,0.0398066859254478,2.8120000000000003,3.056,3.2745,3.037290236299355,3.251475352731132,-0.1412429378531071,-0.0658732092961642,-0.2141851164317771,-0.1231853747500183,-0.0909997416817588,26.646929998239685,12.271450143480958,15.562120565780416,0.2298340998276551,11.77092555577567,35.996888647735226,27.309988842303568,3.2745,3.918810320787808,2.6301896792121915,0.3935320328525322,-0.0544688459486179,1641776.0,153345.49869514717,29.468235610812684,-150.05824420205442,283.9548370797963,-2.217875383794471,-0.8260300676933675,田野股份,CNY,人民币,A0001,,
2024-02-06,920023.SH,2.55,2.91,2.5,2.81,82083.0,22547178.06,0.09765625,-0.0602006688963211,-0.2128851540616245,0.0501846431563854,0.0471594097908302,2.776,2.998,3.2365000000000004,3.002322507637916,3.218773474751048,-0.1422833307585355,-0.0672464119674881,-0.2164509671131322,-0.1418384932226411,-0.0746124738904911,37.04768270820114,21.180966762320644,17.435069297960492,0.2427030926971084,13.921987546445058,33.764243197961875,28.331420463347698,3.2365000000000004,3.8968754912727217,2.576124508727279,0.4080800193250247,0.1770776583652279,1723859.0,156350.19090034507,27.526056844585867,-101.31438484120622,278.80059055793987,-1.2916893665390887,-0.3719629771374366,田野股份,CNY,人民币,A0001,,
2024-02-07,920023.SH,2.87,3.01,2.78,2.81,84906.0,24674396.14,0.0,-0.0602006688963211,-0.2506666666666667,0.05028802215046,0.0450108388070676,2.74,2.941,3.1895,2.972734429539775,3.1884939581028218,-0.140931180435805,-0.0676681629001503,-0.2157595285630469,-0.1566227002907223,-0.0591368282723246,37.04768270820114,27.120644508213765,20.66359436804492,0.2417957289330292,15.930159277161383,31.47016511992018,28.649504578907163,3.1895,3.829482730030151,2.549517269969849,0.4013059915536296,0.203507624352519,1723859.0,156350.19090034507,37.53851850389216,-64.73143003129596,278.50652965720224,-1.1859695025899242,-0.0831818177524578,田野股份,CNY,人民币,A0001,,
2024-02-08,920023.SH,2.77,2.99,2.66,2.89,74027.0,20954413.99,0.0284697508896798,0.024822695035461,-0.2146739130434782,0.0522200135772712,0.0459429458217759,2.754,2.893,3.15,2.960006055764425,3.1663832945396497,-0.1257142857142856,-0.0651775920909882,-0.2063772387752247,-0.1665736079876228,-0.0398036307876019,40.249857245878175,34.747096338809186,25.35809502496634,0.2480960340092414,14.416646120723332,31.935090358843176,29.302724269249776,3.15,3.7592964018137303,2.540703598186269,0.3868548582944323,0.2866391470341516,1797886.0,158457.7211494554,25.280433614591587,-58.45086705202309,277.8349217717912,-0.8534434118633932,-0.3738014894768138,田野股份,CNY,人民币,A0001,,
2024-02-19,920023.SH,2.93,2.96,2.82,2.92,49189.0,14383341.82,0.0103806228373701,0.0814814814814814,-0.1411764705882353,0.0527931549220848,0.0434998207250282,2.798,2.852,3.1260000000000003,2.9538512779545134,3.148132680129305,-0.1049264235444659,-0.0617132192048563,-0.1942814021747918,-0.1721151668250566,-0.0221662353497351,41.45255683721275,48.41725614506471,33.04448206499913,0.240374888722867,13.81688937419626,30.606536842770133,29.9092854102822,3.1260000000000003,3.731636681083376,2.520363318916625,0.3874834811793826,0.3299310408085723,1847075.0,158968.3336062028,33.04424679384172,-43.04160688665709,279.3645178617365,-0.6802758367657109,-1.1146201979419823,田野股份,CNY,人民币,A0001,,
2024-02-20,920023.SH,2.95,3.12,2.92,3.03,69759.0,21153750.63,0.0376712328767123,0.18359375,-0.0845921450151058,0.0468697957856074,0.0443209100743223,2.8920000000000003,2.8520000000000003,3.112,2.965566465961511,3.139382111230838,-0.0706940874035987,-0.0553661959936377,-0.1738156452693271,-0.1724552625139107,-0.0013603827554163,45.76344196613505,61.3257898109955,42.47158464699792,0.2374909680998051,17.797979756305953,28.765472131512333,29.455326775525016,3.112,3.712652277024517,2.511347722975482,0.3860233142831091,0.4317408731003173,1916834.0,161596.24114044936,41.57756798610439,-17.679982704364676,288.1207027369403,-0.2730365075987309,-0.180650165809846,田野股份,CNY,人民币,A0001,,
2024-02-21,920023.SH,3.0,3.27,2.98,3.16,101954.0,31838780.68,0.042904290429043,0.1245551601423486,-0.0997150997150996,0.0483203459677949,0.0431492049870912,2.962,2.869,3.0945,2.995479317352048,3.140909362250776,-0.0428179027306512,-0.0463018916262241,-0.145430044898728,-0.1670502189908742,0.0216201740921462,50.41055381539445,69.90346771713426,51.6155456703767,0.2412416132355333,20.71105981821571,26.29551597242832,28.199957680586184,3.0945,3.6660159895539146,2.522984010446085,0.3693753365997186,0.5573037335763124,2018788.0,165970.50516685203,52.56843232820364,7.011422637590844,297.5099273631972,0.2292149343052496,1.5534787533789425,田野股份,CNY,人民币,A0001,,
2024-02-22,920023.SH,3.08,3.24,3.04,3.15,100667.0,31651463.94,-0.0031645569620254,0.1209964412811388,-0.0652818991097923,0.0483785699762983,0.0423311163177545,3.03,2.885,3.0835,3.0192517300671176,3.141582742824793,-0.0173504134911625,-0.0389392935892179,-0.1223310127576753,-0.1581063777442344,0.0357753649865591,50.05526454105829,75.22976279181499,59.4869513775228,0.2382957837187095,19.469442033376414,24.719112805257826,27.03425780671441,3.0835,3.640985897862708,2.526014102137292,0.3615929287256092,0.5596427642878036,1918121.0,165651.93871115582,58.01799536544092,11.529349378629616,303.29364063337346,0.238571057151214,1.4833996761329855,田野股份,CNY,人民币,A0001,,
